OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,USE_,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,CHRONOLOGY,NOTES,DATE_EDITED,EDITED_BY,OCCUPANT,TENANT,LABEL
820,Ramp Playground Building,Ramp Playground,Ramp Playground,3300-40 SOLLY AVE,Building,Recreation Bldg,,4577.64024783,0.10508858,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
821,Allens Lane Art Center Wood Shed,Allens Lane Art Center,Allens Lane Art Center,601 ALLENS LA,Building,Shed,,64.66608962,0.00148454,19119, , ,,12Nov2013,Vanessa Miller,PPR,,Allens Lane
822,Wigard Street House,Wissahickon Valley Park,Wissahickon Valley Park,726 E WIGARD AVE,Building,Historic House,Historic Building,1385.84640856,0.03181478,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Boy Scouts of America, Troop 474",Wigard Street House
823,Rhawn St. Comfort Station,Pennypack Creek Park,Pennypack Creek Park,8101 CRESCO AVE,Building,Restrooms,,509.15728916,0.01168869,19136, , ,,12Nov2013,Vanessa Miller,PPR,,
824,Wigard Street House Shed,Wissahickon Valley Park,Wissahickon Valley Park,726 E WIGARD ST,Building,Shed,,19.96370249,0.00045831,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Boy Scouts of America, Troop 474",
825,Valley Green Inn,Wissahickon Valley Park,Wissahickon Valley Park,7594 FORBIDDEN DRIVE,Building,Concessions\Retail\Cafe,Historic Building,3535.44087509,0.08116288,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Valley Green Inn
826,Pennypack Amphitheater,Pennypack Park,Pennypack Creek Park,8199 CRESCO AVE,Building,Stage\Stands,,3561.85078736,0.08176917,19136, , ,,12Nov2013,Vanessa Miller,PPR,,Pennypack Amphitheater
827,Valley Green Inn Bathroom Facility,Wissahickon Valley Park,Wissahickon Valley Park,7596 FORBIDDEN DRIVE,Building,Restrooms,,257.15948657,0.00590359,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
828,Valley Green Inn Warming Sheds,Wissahickon Valley Park,Wissahickon Valley Park,7598 FORBIDDEN DRIVE,Building,Shed,,1545.27777929,0.03547484,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
829,Awbury Playground Building,Awbury Park & Recreation Center,Awbury Park & Recreation Center,6101 ARDLEIGH ST,Building,Recreation Bldg,,9175.93201255,0.21065126,19138, , ,,12Nov2013,Vanessa Miller,PPR,,Awbury
830,Garage on Valley Green Road,Wissahickon Valley Park,Wissahickon Valley Park, ,Building,Garage\Maintenance\Storage Bldg,Historic Building,793.53906856,0.01821722,19128, , ,,12Nov2013,Vanessa Miller,PPR,,
831,Manatawna Barn,Manatawna Farm,Manatawna Farm,844 MANATAWNA RD,Building,Barn,Historic Building,4081.09894093,0.09368951,19128, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,Manatawna Farm
832,Overlook @ Valley Green Inn,Wissahickon Valley Park,Wissahickon Valley Park, ,Building,Stage\Stands,Historic Building,36.88074298,0.00084667,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
833,Manatawna Farm House,Manatawna Farm,Manatawna Farm,844 MANATAWNA,Building,Multi-Use Bldg,Multi-Use Bldg,1756.67369618,0.04032784,19128, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,Manatawna Farm
834,Manatawna Storage Shed,Manatawna Farm,Manatawna Farm,844 MANATAWNA RD,Building,Shed,,123.42614878,0.00283349,19128, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,
835,Manatawna Chicken Coop,Manatawna Farm,Manatawna Farm,844 MANATAWNA RD,Building,Multi-Use Bldg,Multi-Use Bldg,117.38429606,0.00269478,19128, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,
836,Manatawna Ruins,Manatawna Farm,Manatawna Farm,844 MANATAWNA RD,Building,Historic House,Historic Building,663.61603003,0.01523459,19128, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,
837,Glen Foerd Garden House,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,531.2010253,0.01219475,19114, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
838,Jacobs Playground Building,Jacobs Playground,Jacobs Playground,9050 TORRESDALE AVE,Building,Recreation Bldg,Historic Building,9383.0793879,0.21540672,19136, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Torresdale Boys Club,Jacobs  
839,Glen Foerd,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,10830.90602677,0.24864438,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
840,Glen Foerd Cottage,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,1457.28883218,0.03345488,19114, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
841,Glen Foerd Gate House,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,1372.38009292,0.03150564,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
842,Glen Foerd Water Tower,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,545.79143296,0.0125297,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
843,Mt Airy Playground Building,Mt Airy Playground,Mt Airy Playground,7001 GERMANTOWN AVE,Building,Recreation Bldg,,3874.22425848,0.08894031,19119, , ,,12Nov2013,Vanessa Miller,PPR,,Mt Airy  
844,Glen Foerd Carriage House,Glen Foerd,Glen Foerd,5001 GRANT AVE,Building,Historic House,Historic Building,6759.46471027,0.15517658,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Glen Foerd Conservation Corporation,Glen Foerd
845,Pleasant Playground Building,Pleasant Playground,Pleasant Playground,6750 BOYER ST,Building,Recreation Bldg,,2704.24882128,0.06208126,19119, , ,,12Nov2013,Vanessa Miller,PPR,,
846,Convent Lane Residence,Fluehr Park,Fluehr Park,4725 CONVENT LA,Building,Historic House,Historic Building,814.39245758,0.01869595,19114,Convent Lane House, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Convent Lane Residence
847,NE Philadelphia Older Adult Center Building,Northeast Older Adult Center,Northeast Older Adult Center,7522-24 CASTOR AVE,Building,Older Adult Center,,4103.9269046,0.09421357,19111, , ,,12Nov2013,Vanessa Miller,PPR,,NE Phila Older Adult Center 
848,Eden Hall Ice House,Fluehr Park,Fluehr Park,4800 GRANT AVE,Building,Multi-Use Bldg,Historic Building,815.65042959,0.01872483,19114, , ,,19Dec2012,Vanessa Miller,PPR,,Eden Hall Ice House
849,Buttercup Cottage Barn Ruins,Wissahickon Valley Park,Wissahickon Valley Park,7498 CREISHAM VALLEY DR,Building,Historic House,Historic Building,1676.57260772,0.03848896,19119, , ,,12Nov2013,Vanessa Miller,PPR,,
850,Fluehr Park Maintenance Building,Fluehr Park,Fluehr Park,4715 CONVENT LA,Building,Garage\Maintenance\Storage Bldg,,2545.27269935,0.05843165,19114, , ,,12Nov2013,Vanessa Miller,PPR,,Fluehr Park
851,Jardel Recreation Center Building,Jardel Recreation Center,Jardel Recreation Center,1400 COTTMAN AVE,Building,Recreation Bldg,Historic Building,15400.32867277,0.35354431,19111, , ,,12Nov2013,Vanessa Miller,PPR,,Jardel  
852,Holme Playground Building,Holme Playground,Holme Playground,9152 ACADEMY RD,Building,Recreation Bldg,,1330.49761963,0.03054414,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Penn Crisp,Holme  
853,Crispin Gardens Athletic Club,Holme Crispin Park,Pennypack Creek Park,2999 HOLME AVE,Building,Multi-Use Bldg,Multi-Use Bldg,1627.200938,0.03735554,19136, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Crispin Gardens Athletic Club,Crispin Gardens Athletic Club
854,Simons Recreation Center Building,Simons Youth Center & Teen Center,Simons Youth Center & Teen Center,1601-35 E WALNUT LA,Building,Recreation Bldg,,60592.83898759,1.39102574,19138, , ,,12Nov2013,Vanessa Miller,PPR,,
855,Torresdale Playground Building,Torresdale Playground,Torresdale Playground,9550 FRANKFORD AVE,Building,Recreation Bldg,,2310.54303785,0.05304298,19114, , ,,12Nov2013,Vanessa Miller,PPR,,
856,Byrne Golf Course Clubhouse,John Byrne Golf Course,John Byrne Golf Course,9500 LEON ST,Building,Multi-Use Bldg,Multi-Use Bldg,8179.79890258,0.1877831,19114, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Billy Casper Golf, LLC",Byrne Golf Course
857,Pelbano Recreation Center Building 1,Pelbano Playground,Pelbano Playground,8101 BUSTLETON AVE,Building,Recreation Bldg,,21602.09356704,0.49591781,19152, , ,,12Nov2013,Vanessa Miller,PPR,,Pelbano  
858,Northeast Older Adult Center,Pelbano Playground,Pelbano Playground,8101 BUSTLETON AVE,Building,Recreation Bldg,,13902.62473721,0.31916162,19152, , ,,12Nov2013,Vanessa Miller,PPR,,Pelbano  
859,Rex Avenue Comfort Station,Wissahickon Valley Park,Wissahickon Valley Park,8200 WISSAHICKON DR,Building,Restrooms,Historic Building,251.04531597,0.00576323,19128, , ,,12Nov2013,Vanessa Miller,PPR,,
860,Courtesy Stable Barn,Wissahickon Valley Park,Wissahickon Valley Park,901 CATHEDRAL DR,Building,Barn,Historic Building,4311.62788443,0.09898175,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Boarders & Stewards of Courtesy Stables,
861,Courtesy Stables Springhouse,Wissahickon Valley Park,Wissahickon Valley Park,901 CATHEDRAL DR,Building,Stables,Historic Building,173.93631212,0.00399304,19128, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Boarders & Stewards of Courtesy Stables,
862,Houston Playground Building,Houston Playground,Houston Playground,900 GRAKYN LA,Building,Recreation Bldg,,6200.35831541,0.14234121,19128, , ,,12Nov2013,Vanessa Miller,PPR,,Houston  
863,Burholme Golf Garage Building,Burholme Driving Range,Burholme Park,401 W COTTMAN AVE,Building,Garage\Maintenance\Storage Bldg,Golf Driving Range,560.99103019,0.01287863,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",Burholme Park
864,Burholme Park Sport Facility,Burholme Park,Burholme Park,7370 CENTRAL AVE,Building,Multi-Use Bldg,Multi-Use Bldg,6858.86950975,0.15745861,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Northeast Optimist, Inc., (N.E.O.)",Burholme Park
865,Burholme Golf Main Building,Burholme Park,Burholme Park,401 W COTTMAN AVE,Building,Multi-Use Bldg,Multi-Use Bldg,3139.95449313,0.07208372,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Burholme Golf, Inc.",Burholme Park
866,Strahl Barn,Pennypack Creek Park,Pennypack Creek Park,8295 BUSTLETON AVE,Building,Barn,Historic Building,2907.99555974,0.06675866,19152,, ,,19Dec2012,Vanessa Miller,Lessee/Tenants,"Pegasus Riding Academy, Inc.",Strahl
867,Strahl House and Apartment,Pennypack Creek Park,Pennypack Creek Park,8295 BUSTLETON AVE,Building,Historic House,Historic Building,3331.71909627,0.07648605,19152, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,"Pegasus Riding Academy, Inc.",Strahl 
868,Axe Factory Office-Northeast Philly,Axe Factory Office-Northeast Philly,Pennypack Creek Park,8605 E ROOSEVELT BLV,Building,Multi-Use Bldg,Multi-Use Bldg,3082.98374625,0.07077585,19152, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP NE Staff OL&M,Axe Factory Office-Northeast Philly
869,Pastorious Park Toilet Building,Pastorius Park,Pastorius Park,8201 MILLMAN ST,Building,Garage\Maintenance\Storage Bldg,Historic Building,1084.91759163,0.02490638,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
870,Northeast Chamber of Commerce,Pennypack Creek Park,Pennypack Creek Park,8601 E ROOSEVELT BLV,Building,Multi-Use Bldg,Historic Building,1160.20792194,0.02663482,19152,Ninety-Five Guard House, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Northeast Philadelphia Chamber of Commerce,Northeast Chamber of Commerce
871,Pegasus Main Building,Pennypack Creek Park,Pennypack Creek Park,8297 BUSTLETON AVE,Building,Multi-Use Bldg,Multi-Use Bldg,15219.94628646,0.34940329,19152,Bells Corner Stable, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Pegasus Riding Academy, Inc.",Pegasus Main 
872,Thomas Mill Road Comfort Station,Pennypack Creek Park,Pennypack Creek Park,8950 THOMAS MILL RD,Building,Restrooms,Historic Building,429.03268361,0.00984927,19118, , ,,19Dec2012,Vanessa Miller,PPR,,Thomas Mill Road Comfort Station
873,Ryerss Museum & Library,Burholme Park,Burholme Park,7370 CENTRAL AVE,Building,Museum,Historic Building,7591.17863983,0.17427018,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR,Ryerss Museum & Library
874,Ryerss Springhouse,Burholme Park,Burholme Park,7370 CENTRAL AVE,Building,Historic House,Historic Building,263.18775949,0.00604198,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR,Ryerss Springhouse
875,Ryerss Carriage House,Burholme Park,Burholme Park,7370 CENTRAL AVE,Building,Historic House,Historic Building,1420.23997213,0.03260435,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR,Ryerss Carriage House
876,Burholme Park Toilet Building,Burholme Park,Burholme Park,7500 CENTRAL AVE,Building,Multi-Use Bldg,Multi-Use Bldg,1879.35353447,0.04314419,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR,Burholme Park
877,Mitchell Playground Building,Mitchell Playground,Mitchell Playground,3694 CHESTERFIELD RD,Building,Recreation Bldg,,2173.6015834,0.04989923,19114, , ,,12Nov2013,Vanessa Miller,PPR,,Mitchell  
878,Water Tower Recreation Center Building,Water Tower Recreation Center,Water Tower Recreation Center,209-99 E HARTWELL LA,Building,Recreation Bldg,Historic Building,13066.23344277,0.29996065,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
879,Solly 2nd Stable,Solly 2nd Stable,Pennypack Creek Park,1140 SOLLY AVE,Building,Stables,,1758.32548457,0.04036576,19111, , ,,12Nov2013,Vanessa Miller,PPR,,
880,Solly Quarrantine Stable,Solly Quarrantine Stable,Pennypack Creek Park,1140 SOLLY AVE,Building,Stables,,669.94326838,0.01537984,19111, , ,,12Nov2013,Vanessa Miller,PPR,,
881,Solly Stable,Solly Stable,Pennypack Creek Park,1140 SOLLY AVE,Building,Stables,,4663.65682788,0.10706326,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Solly Stables Riders Association,Solly Stable
882,Fox Chase Recreation Center Building,Fox Chase Playground,Fox Chase Playground,601 BORBECK AVE,Building,Recreation Bldg,,14345.58268279,0.32933058,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
883,Bells Mill Road Comfort Station,Wissahickon Valley Park,Wissahickon Valley Park,230 BELLS MILL RD,Building,Restrooms,Historic Building,303.33684605,0.00696368,19118, , ,,12Nov2013,Vanessa Miller,PPR,,
884,Storage,Pennypack Creek Park,Pennypack Creek Park, ,Building,Garage\Maintenance\Storage Bldg,Historic Building,1324.65516541,0.03041002,19152, , ,,12Nov2013,Vanessa Miller,PPR,,
885,Wissahickon Environmental Center,Wissahickon Environmental Education Center,Wissahickon Valley Park,300 W NORTHWESTERN AVE,Building,Historic House,Historic Building,1253.48528213,0.02877618,19128,Tree House, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Wissahickon Environmental Education Program,Wissahickon Environmental Center
886,Maternity B.V.M. Roman Catholic Church,Pennypack Creek Park,Pennypack Creek Park,9220 BUSTLETON AVE,Building,Historic House,Historic Building,4010.30137966,0.09206422,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Maternity of the Blessed Virgin Mary,
887,Emanuel Recreation Center Building,Dorothy Emanuel Recreation and Teen Center,Dorothy Emanuel Recreation and Teen Center,8500 PICKERING AVE,Building,Recreation Bldg,,20612.85766693,0.47320799,19150, , ,,12Nov2013,Vanessa Miller,PPR,,
888,Emanuel Playground Building,Dorothy Emanuel Recreation and Teen Center,Dorothy Emanuel Recreation and Teen Center,8500 PICKERING AVE,Building,Recreation Bldg,,1707.50173954,0.039199,19150, , ,,12Nov2013,Vanessa Miller,PPR,,
889,Cedars House,Andorra Natural Area,Wissahickon Valley Park,200 NORTHWESTERN AVE,Building,Historic House,Historic Building,1833.39709137,0.04208917,19128,Cedars House Café, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,Cedars House
890,Krewstown Road House,Pennypack Creek Park,Pennypack Creek Park,8600 KREWSTOWN RD,Building,Historic House,Historic Building,961.96722952,0.02208382,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,369 Incorporated,
891,Krewstown Stables Barn,Pennypack Creek Park,Pennypack Creek Park,8640 KREWSTOWN RD,Building,Barn,Historic Building,12173.41467352,0.27946426,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff Police,Krewstown Road House
892,Northwestern Stables,Wissahickon Valley Park,Wissahickon Valley Park,120 NORTHWESTERN AVE,Building,Stables,Historic Building,41330.27904099,0.94881645,19118, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,"Northwestern Stable, Inc.",Northwestern Stables
893,Chalfont Playground Building,Chalfont Playground,Chalfont Playground,4336 DEERPATH LA,Building,Recreation Bldg,,4371.736815,0.10036167,19154, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Our Lady of Calvary Athletic Assn,
894,Picariello Playground Building,Picariello Playground,Picariello Playground,3325 RED LION RD,Building,Recreation Bldg,,3240.49769517,0.07439189,19154, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Liberty Bell Youth Organization,
895,Verree Road Springhouse,Pennypack Creek Park,Pennypack Creek Park,8600 VERREE RD,Building,Historic House,Historic Building,317.27663863,0.0072837,19115, , ,,19Dec2012,Vanessa Miller,PPR,,
896,Verree Road House,Pennypack Creek Park,Pennypack Creek Park,8600 VERREE RD,Building,Historic House,Historic Building,2512.46656453,0.05767853,19115, , ,,19Dec2012,Vanessa Miller,Lessee/Tenants,School District of Philadelphia,
897,Verree Road Picnic Area Toilet Building,Pennypack Creek Park,Pennypack Creek Park,8550 VERREE RD,Building,Garage\Maintenance\Storage Bldg,,914.96648449,0.02100482,19111, , ,,12Nov2013,Vanessa Miller,PPR,,
898,Alberta Morris Pool,Alberta Morris Pool,Alberta Morris Pool,11000 ACADEMY RD,Building,Pool,,11161.43151804,0.25623224,19154,Northeast Philadelphia Swim, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,The Northeast Swim Coaches of Philadelphia,Alberta Morris Pool
899,Pine Road Toilet Building,Pennypack Creek Park,Pennypack Creek Park,8751 PINE RD,Building,Garage\Maintenance\Storage Bldg,Historic Building,575.66813664,0.01321557,19111, , ,,12Nov2013,Vanessa Miller,PPR,,
900,PP Enviro Center Shed,Pennypack Environmental Education Center,Pennypack Creek Park,8600 VERREE RD,Building,Shed,,15.5467741,0.00035691,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff,
901,Pennypack Environmental Center,Pennypack Environmental Education Center,Pennypack Creek Park,8600 VERREE RD,Building,Environmental Education Center,,2651.50443964,0.06087041,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FP Staff,Pennypack Environmental Center
902,Kline House,Pennypack Environmental Education Center,Pennypack Creek Park,8600 VERREE RD,Building,Historic House,Historic Building,909.38954528,0.02087679,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR Vacant,Kline House
903,Kline House Garage,Pennypack Environmental Education Center,Pennypack Creek Park,8600 VERREE RD,Building,Garage\Maintenance\Storage Bldg,,434.58933572,0.00997684,19115, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,PR Vacant,
904,Fox Chase Farm Shed,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Shed,Historic Building,400.38004215,0.0091915,19111,, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
905,Fox Chase Farm Shed C,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Shed,Historic Building,87.41218711,0.00200672,19111,, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
906,Fox Chase Farm Outbuilding,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,60.2965118,0.00138422,19111,, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
907,Fox Chase Farm Equipment Barn & Pig Barn,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Barn,Historic Building,2506.40530461,0.05753938,19111,, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
908,Fox Chase Farm Old Milkhouse,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,606.02153798,0.0139124,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
909,Fox Chase Farm Livestock Barn,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Barn,Historic Building,1916.882846,0.04400575,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
910,Fox Chase Farm Garage,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Garage\Maintenance\Storage Bldg,Historic Building,1224.92912738,0.02812062,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
911,Fox Chase Farm Farmer's House,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,1601.26790368,0.0367602,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
912,Fox Chase Farm Wood Shed,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Shed,Historic Building,312.46512142,0.00717324,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
913,Fox Chase Farm Shed,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Shed,Historic Building,113.6711513,0.00260954,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
914,Fox Chase Farm Sheepbarn,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Barn,Historic Building,1483.26443646,0.0340512,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
915,Fox Chase Farm Shed B,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Shed,Historic Building,116.11044846,0.00266554,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
916,Fox Chase Farm Manor House,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,2376.68135759,0.05456131,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
917,Fox Chase Farm Springhouse,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,465.52952857,0.01068713,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
918,Hayes Playground Building,Hayes Playground,Hayes Playground,9850 E ROOSEVELT BLV,Building,Recreation Bldg,,3576.42574402,0.08210377,19115, , ,,12Nov2013,Vanessa Miller,PPR,,
919,Palmer Playground Building,Palmer Playground,Palmer Playground,11701 THORNTON RD,Building,Recreation Bldg,,3162.48668785,0.07260099,19154, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Far NE Athletic Assn,
920,Fitzpatrick Playground Building,Fitzpatrick Playground,Fitzpatrick Playground,3500 ACADEMY RD,Building,Recreation Bldg,,3287.16430157,0.07546321,19154, , ,,12Nov2013,Vanessa Miller,PPR,,
921,Lackman Playground Building,Lackman Playground,Lackman Playground,800 BARTLETT ST,Building,Recreation Bldg,,4017.06194546,0.09221942,19115, , ,,12Nov2013,Vanessa Miller,PPR,,
922,Junod Playground Building,Junod Playground,Junod Playground,3102 MECHANICSVILLE RD,Building,Recreation Bldg,,4689.36194953,0.10765337,19154, , ,,12Nov2013,Vanessa Miller,PPR,,
923,Gifford Playground Building,Gifford Playground,Gifford Playground,575 TOMLINSON RD,Building,Recreation Bldg,,1760.50232462,0.04041573,19116, , ,,12Nov2013,Vanessa Miller,PPR,,
924,Boyle Playground Building,"Boyle, Daniel Recreation Center","Boyle, Daniel Recreation Center",13024 STEVENS RD,Building,Recreation Bldg,,3785.45668754,0.08690248,19116, , ,,12Nov2013,Vanessa Miller,PPR,,
925,Lonnie Young Recreation Center Building,Lonnie Young Recreation Center,Lonnie Young Recreation Center,1100 E CHELTEN AVE,Building,Recreation Bldg,Historic Building,19727.62461564,0.45288576,19138, , ,,12Nov2013,Vanessa Miller,PPR,,
926,Fox Chase Farm Milkhouse,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Historic House,Historic Building,889.61200865,0.02042276,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
927,Fox Chase Farm Hay Barn & Livestock Barn,Fox Chase Farm,Fox Chase Farm,8700 PINE RD,Building,Barn,Historic Building,3873.80869986,0.08893077,19111, , ,,12Nov2013,Vanessa Miller,Lessee/Tenants,FPHPT Lease,
928,New Mill House,Water Works,East Fairmount Park, ,Building,Historic House,Historic Building,21324.18777864,0.48953795,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
929,Watering Committee Building,Water Works,East Fairmount Park,670 AQUARIUM DR,Building,Historic House,Historic Building,1030.83537974,0.02366482,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
930,Old Mill House,Water Works,East Fairmount Park, ,Building,Historic House,Historic Building,18823.91079859,0.43213926,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
931,Water Works North Entrance House,Water Works,East Fairmount Park, ,Building,Historic House,Historic Building,820.07016421,0.0188263,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
932,Water Works South Entrance House,Water Works,East Fairmount Park, ,Building,Historic House,Historic Building,677.32566517,0.01554932,19130,Waterworks Interpretive Center, ,,12Nov2013,Vanessa Miller,Lessee/Tenants,Water Department,
933,Water Works Careaker's House,Water Works,East Fairmount Park, ,Building,Multi-Use Bldg,Multi-Use Bldg,946.65408814,0.02173227,19130, , ,,12Nov2013,Vanessa Miller,PPR,,
934,West Oak Lane Senior Center Building,West Oak Lane Senior Center,Simons Youth Center & Teen Center,7210 OGONTZ AVE,Building,Older Adult Center,,6409.1984878,0.14713554,19138, , ,,12Nov2013,Vanessa Miller,PPR,,
935,Athletic Recreation Center Building,Athletic Recreation Center,Athletic Recreation Center,1450 N 26TH ST,Building,Recreation Bldg,Historic Building,13635.15326521,0.3130213,19121, , ,,12Nov2013,Vanessa Miller,PPR,,
936,Utilities Shed,Mifflin Square,Mifflin Square,Ritner St & 5th St,Building,Shed,,139.36503836,0.00319939,19148, , ,,12Nov2013,Vanessa Miller,PPR,,
937,FDR Park Tennis Court Shelter,Franklin D. Roosevelt Park,Franklin D. Roosevelt Park,3780 FDR PKY,Structure,Pavilion\Shelter,,519.56919791,0.01192772,19145, , ,,12Nov2013,Vanessa Miller,PPR,,FDR Park
